Security Id,Cusip,Isin,Long Name,Fitch Rating,Moody Rating,SNP Rating,Index,Sub Industry,Sector,Ex Dividend Date,Record Date,Issue Country,Asset Classification,Short Name,Ticker,Ric ,BBId,Quantity,Price,Asset Type,Asset SubType,Trade Type,Book,Fund,Buy_Sell_Ind,Counterparty,SourceSystem,SourceSystemTradeId,All in Rate,Spread,Reference Rate,Haircut, Notional ,Collateral Value,Cash Value,Start Date,Trade Date,Maturity Date,Settlement Date,End Date,Term Date,Collateral Type,Currency,Trade SubType,HQLA
742651DJ8,742651DJ8,742651DJ8,PEFCO 4.3 12/15/21,AAA,Aaa,NR,AGG,T-NOTE,,,,US,,PEFCO 4.3 12/15/21,742651DJ8,742651DJ8,742651DJ8,65151,260.572,Credit,CORP,Repo,BCD,BCD,Repo,NATIXIS,EQUILEND,87,3.33,0.361,LIBOR3M,4,16976526.37,16976526.37,16976526.37,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,
742651DJ8,742651DJ8,742651DJ8,PEFCO 4.3 12/15/21,AAA,Aaa,NR,AGG,T-NOTE,,,,US,,PEFCO 4.3 12/15/21,742651DJ8,742651DJ8,742651DJ8,65151,260.572,Credit,CORP,Repo,BCD,BCD,Reverse,NATIXIS,EQUILEND,87,3.46,0.361,LIBOR3M,4,16976526.37,16976526.37,16976526.37,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,
742651DM1,,,PEFCO 2.8 05/15/22,AAA,Aaa,NR,AGG,T-NOTE,,,,US,,PEFCO 2.8 05/15/22,,,,17292,227.755,Credit,CORP,,FGH,FGH,,,EQUILEND,917,0,0,,0,3938339.46,3938339.46,3938339.46,,,,20200321,,,,USD,,
742651DT6,742651DT6,742651DT6,PEFCO 3.55 01/15/24,AAA,Aaa,NR,AGG,T-NOTE,,,,US,,PEFCO 3.55 01/15/24,742651DT6,742651DT6,742651DT6,46008,102.77,Credit,CORP,,GHI,GHI,,,EQUILEND,164,0,0,,0,4728242.16,4728242.16,4728242.16,,,,20200321,,,,USD,,
742651DV1,742651DV1,742651DV1,PEFCO 2.3 09/15/20,AAA,Aaa,NR,AGG,Corp,,,,US,,PEFCO 2.3 09/15/20,742651DV1,742651DV1,742651DV1,86548,321.8083,Credit,CORP,SBL,HIJ,HIJ,Borrow,CALPERS,LOANET,969,3.4,0.068,LIBOR1M,6,27851864.75,27851864.75,27851864.75,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,
743263AS4,743263AS4,743263AS4,DUK 3.15 04/01/22,WD,Baa1,BBB+,AGG,,,,,US,,DUK 3.15 04/01/22,743263AS4,743263AS4,743263AS4,76131,280.4167,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,GS,ION,729,3.4,0.645,LIBOR3M,8,21348403.79,21348403.79,21348403.79,20200227,20200227,20200324,20200321,20200308,20200315,Cash,USD,Term,1
744573AK2,744573AK2,744573AK2,PEG 2 11/15/21,BBB+,Baa1,BBB,AGG,,,,,US,,PEG 2 11/15/21,744573AK2,744573AK2,744573AK2,6867,299.0867,Fixed Income,T-NOTE,,HIJ,HIJ,,,ION,898,0,0,,0,2053828.369,2053828.369,2053828.369,,,,20200321,,,,USD,,1
747262AH6,,,QVCN 5 ? 07/02/22,BBB-,Ba2,BBB-,AGG,,,,,US,,QVCN 5 ? 07/02/22,,,,27467,312.356,Fixed Income,T-NOTE,SBL,FGH,FGH,Borrow,GIC,ION,736,3.49,0.721,LIBOR3M,4,"8,579,482.25",8579482.252,8579482.252,20200227,20200227,20200324,20200321,20200308,20200315,Cash,USD,Term,1
74834LAS9,74834LAS9,74834LAS9,DGX 4.7 04/01/21,BBB,Baa2,BBB+,AGG,,,,,US,,DGX 4.7 04/01/21,74834LAS9,74834LAS9,74834LAS9,52300,221.215,Fixed Income,T-NOTE,,DEF,DEF,Buy,,ION,126,0,0,,0,11569544.5,11569544.5,11569544.5,20200227,20200227,,20200321,20200120,20200120,Cash,USD,Term,1
754907AA1,754907AA1,754907AA1,RYN 3 ¾ 04/01/22,NA,Baa3,BBB-,AGG,,,,,US,,RYN 3 ¾ 04/01/22,754907AA1,754907AA1,754907AA1,95688,409.91,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,HOOPP,EQUILEND,582,2.44,0.806,LIBOR1M,4,39223468.08,39223468.08,39223468.08,20200227,20200227,20200320,20200321,20200108,20200115,Non-Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,SBL,HIJ,HIJ,Loan,HOOPP,EQUILEND,523,3.22,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200319,20200321,20200208,20200215,Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,SBL,HIJ,HIJ,Loan,HOOPP,EQUILEND,523,3.35,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,Repo,HIJ,HIJ,Reverse,HOOPP,EQUILEND,523,3.35,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,Repo,HIJ,HIJ,Reverse,HOOPP,EQUILEND,523,3.48,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,SBL,HIJ,HIJ,Loan,HOOPP,EQUILEND,10006,3.22,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
759187CB1,759187CB1,759187CB1,RF 2 ¾ 04/01/21,BBB+,Baa2,A-,AGG,,,,,US,,RF 2 ¾ 04/01/21,759187CB1,759187CB1,759187CB1,88970,294.3333,Fixed Income,T-NOTE,SBL,HIJ,HIJ,Loan,HOOPP,EQUILEND,10164,3.35,0.574,LIBOR1M,8,26186833.7,26186833.7,26186833.7,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
760759AP5,,,RSG 3.55 06/01/22,BBB,Baa2,BBB+,AGG,,,,,US,,RSG 3.55 06/01/22,,,,78797,194.225,Fixed Income,T-NOTE,,FGH,FGH,,,EQUILEND,266,0,0,,0,15304347.33,15304347.33,15304347.33,,,,20200321,,,,USD,,1
760761AD8,760761AD8,760761AD8,RSG 5 ¼ 11/15/21,BBB,Baa2,BBB+,AGG,,,,,US,,RSG 5 ¼ 11/15/21,760761AD8,760761AD8,760761AD8,96828,261.49,Fixed Income,T-NOTE,,CDE,CDE,,,EQUILEND,233,0,0,,0,25319553.72,25319553.72,25319553.72,,,,20200321,,,,USD,,1
78355HKC2,78355HKC2,78355HKC2,R 2 ¼ 09/01/21,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ¼ 09/01/21,78355HKC2,78355HKC2,78355HKC2,46536,273.465,Fixed Income,T-NOTE,Repo,GHI,GHI,Reverse,TD,ION,791,3.42,0.885,LIBOR1M,4,12725967.24,12725967.24,12725967.24,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKC2,78355HKC2,78355HKC2,R 2 ¼ 09/01/21,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ¼ 09/01/21,78355HKC2,78355HKC2,78355HKC2,46536,273.465,Fixed Income,T-NOTE,SBL,GHI,GHI,Loan,TD,ION,10018,3.16,0.885,LIBOR1M,4,12725967.24,12725967.24,12725967.24,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKC2,78355HKC2,78355HKC2,R 2 ¼ 09/01/21,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ¼ 09/01/21,78355HKC2,78355HKC2,78355HKC2,46536,273.465,Fixed Income,T-NOTE,SBL,GHI,GHI,Loan,TD,ION,10176,3.29,0.885,LIBOR1M,4,12725967.24,12725967.24,12725967.24,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,SBL,FGH,FGH,Loan,NATIXIS,ION,624,2.89,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,SBL,FGH,FGH,Loan,NATIXIS,ION,624,3.02,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,Repo,FGH,FGH,Reverse,NATIXIS,ION,624,3.02,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,Repo,FGH,FGH,Reverse,NATIXIS,ION,624,3.15,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,SBL,FGH,FGH,Loan,NATIXIS,ION,10037,2.89,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78355HKM0,,,R 2 ? 06/01/22,A-,Baa1,BBB+,AGG,,,,,US,,R 2 ? 06/01/22,,,,74282,343.36,Fixed Income,T-NOTE,SBL,FGH,FGH,Loan,NATIXIS,ION,10195,3.02,0.046,LIBOR1M,3,25505467.52,25505467.52,25505467.52,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
78486QAC5,78486QAC5,78486QAC5,SIVB 5 ? 09/15/20,NA,A3,BBB,AGG,,,,,US,,SIVB 5 ? 09/15/20,78486QAC5,78486QAC5,78486QAC5,18917,333.6933,Credit,CORP,,BCD,BCD,,,EQUILEND,109,0,0,,0,6312476.156,6312476.156,6312476.156,,,,20200321,,,,USD,,
785592AH9,785592AH9,785592AH9,SPLLLC 6 ¼ 03/15/22,BBB-,Baa3,BBB-,AGG,,,,,US,,SPLLLC 6 ¼ 03/15/22,785592AH9,785592AH9,785592AH9,60973,363.7367,Fixed Income,T-NOTE,Repo,CDE,CDE,Repo,NATIXIS,ION,500,2.26,0.057,LIBOR3M,4,22178117.81,22178117.81,22178117.81,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
785592AH9,785592AH9,785592AH9,SPLLLC 6 ¼ 03/15/22,BBB-,Baa3,BBB-,AGG,,,,,US,,SPLLLC 6 ¼ 03/15/22,785592AH9,785592AH9,785592AH9,60973,363.7367,Fixed Income,T-NOTE,Repo,CDE,CDE,Reverse,NATIXIS,ION,500,2.39,0.057,LIBOR3M,4,22178117.81,22178117.81,22178117.81,20200227,20200227,20200317,20200321,20200208,20200215,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,SBL,ABC,ABC,Loan,CI,EQUILEND,389,2.62,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,SBL,ABC,ABC,Loan,CI,EQUILEND,389,2.75,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,Repo,ABC,ABC,Reverse,CI,EQUILEND,389,2.75,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,Repo,ABC,ABC,Reverse,CI,EQUILEND,389,2.88,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,SBL,ABC,ABC,Loan,CI,EQUILEND,10031,2.62,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAT3,80282KAT3,80282KAT3,SOV 3.7 03/28/22,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 3.7 03/28/22,80282KAT3,80282KAT3,80282KAT3,4993,293.1475,Fixed Income,T-NOTE,SBL,ABC,ABC,Loan,CI,EQUILEND,10189,2.75,0.942,FEDOPN,7,1463685.468,1463685.468,1463685.468,20200227,20200227,20200320,20200321,20200120,20200120,Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,CI,ION,664,2.26,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,CI,ION,664,2.39,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,CI,ION,664,2.39,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,CI,ION,664,2.52,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,CI,ION,10023,2.26,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
80282KAU0,80282KAU0,80282KAU0,SOV 4.45 12/03/21,BBB+,Baa3,BBB+,AGG,,,,,US,,SOV 4.45 12/03/21,80282KAU0,80282KAU0,80282KAU0,85715,274.31,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,CI,ION,10181,2.39,0.752,LIBOR1M,8,23512481.65,23512481.65,23512481.65,20200227,20200227,20200324,20200321,20200308,20200315,Non-Cash,USD,Term,1
81180WAV3,81180WAV3,81180WAV3,STX 4 ¼ 03/01/22,BBB-,Baa3,BB+,AGG,,,,,US,,STX 4 ¼ 03/01/22,81180WAV3,81180WAV3,81180WAV3,54172,141.285,Fixed Income,T-NOTE,SBL,HIJ,HIJ,Borrow,BOFA,LOANET,325,3.05,0.799,LIBOR3M,8,"7,653,691.02",7653691.02,7653691.02,20200227,20200227,20200320,20200321,20200110,20200115,Cash,USD,Term,1
81618TAD2,81618TAD2,81618TAD2,OPI 4.15 02/01/22,NA,Baa3,BBB-,AGG,,,,,US,,OPI 4.15 02/01/22,81618TAD2,81618TAD2,81618TAD2,42386,480.315,Fixed Income,T-NOTE,SBL,DEF,DEF,Borrow,CALPERS,EQUILEND,548,3.74,0.162,FEDOPN,2,"20,358,631.59",20358631.59,20358631.59,20200227,20200227,20200324,20200321,20200308,20200315,Cash,USD,Term,1
832696AH1,832696AH1,832696AH1,SJM 3 03/15/22,NA,Baa2,BBB,AGG,,,,,US,,SJM 3 03/15/22,832696AH1,832696AH1,832696AH1,25626,233.5475,Fixed Income,T-NOTE,Repo,DEF,DEF,Reverse,CALSTERS,ION,494,2.11,0.215,FEDOPN,2,5984888.235,5984888.235,5984888.235,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
84345PAB8,84345PAB8,84345PAB8,SONGAS 4.4 06/15/21,BBB+,Baa2,BBB+,AGG,,,,,US,,SONGAS 4.4 06/15/21,84345PAB8,84345PAB8,84345PAB8,96366,228.035,Fixed Income,T-NOTE,,GHI,GHI,,,EQUILEND,818,0,0,,0,21974820.81,21974820.81,21974820.81,,,,20200321,,,,USD,,1
855244AG4,855244AG4,855244AG4,SBUX 2.7 06/15/22,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.7 06/15/22,855244AG4,855244AG4,855244AG4,89949,385.955,Fixed Income,T-NOTE,Repo,GHI,GHI,Reverse,NATIXIS,LOANET,366,2.85,0.931,LIBOR3M,4,34716266.3,34716266.3,34716266.3,20200227,20200227,20200320,20200321,20200108,20200115,Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,LOANET,790,2.5,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,LOANET,790,2.63,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,HOOPP,LOANET,790,2.63,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,HOOPP,LOANET,790,2.76,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,LOANET,10003,2.5,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
855244AJ8,855244AJ8,855244AJ8,SBUX 2.1 02/04/21,BBB+,Baa1,BBB+,AGG,,,,,US,,SBUX 2.1 02/04/21,855244AJ8,855244AJ8,855244AJ8,97798,373.605,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,LOANET,10161,2.63,0.521,LIBOR3M,4,36537821.79,36537821.79,36537821.79,20200227,20200227,20200524,20200321,20200508,20200515,Non-Cash,USD,Term,1
860630AE2,860630AE2,860630AE2,SF 3 ½ 12/01/20,BBB,NA,BBB-,AGG,,,,,US,,SF 3 ½ 12/01/20,860630AE2,860630AE2,860630AE2,15109,251.965,Credit,CORP,,BCD,BCD,,,EQUILEND,20,0,0,,0,3806939.185,3806939.185,3806939.185,,,,,,,,USD,,
863667AM3,,,SYK 2 ? 03/15/21,NA,Baa1,A,AGG,,,,,US,,SYK 2 ? 03/15/21,,,,75351,91.765,Fixed Income,T-NOTE,Repo,FGH,FGH,Reverse,CPPIB,ION,779,2.5,0.837,LIBOR1M,6,6914584.515,6914584.515,6914584.515,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
863871AM1,863871AM1,863871AM1,NAVI 0 10/03/22,NR,Aaa,,AGG,T-NOTE,,,,US,,NAVI 0 10/03/22,863871AM1,863871AM1,863871AM1,81888,192.04,Credit,CORP,,GHI,GHI,,,EQUILEND,473,0,0,,0,15725771.52,15725771.52,15725771.52,,,,,,,,USD,,
86765BAJ8,86765BAJ8,86765BAJ8,ETP 4.65 02/15/22,BBB-,Baa3,BBB-,AGG,,,,,US,,ETP 4.65 02/15/22,86765BAJ8,86765BAJ8,86765BAJ8,71271,165,Fixed Income,T-NOTE,,DEF,DEF,,,ION,225,0,0,,0,11759715,11759715,11759715,,,,,,,,USD,,1
867914BK8,867914BK8,867914BK8,STI 2.9 03/03/21,A-,Baa1,BBB+,AGG,,,,,US,,STI 2.9 03/03/21,867914BK8,867914BK8,867914BK8,27483,276.0367,Fixed Income,T-NOTE,,ABC,ABC,,,LOANET,937,0,0,,0,7586316.626,7586316.626,7586316.626,,,,,,,,USD,,1
867914BM4,867914BM4,867914BM4,STI 2.7 01/27/22,A-,Baa1,BBB+,AGG,,,,,US,,STI 2.7 01/27/22,867914BM4,867914BM4,867914BM4,69303,304.412,Fixed Income,T-NOTE,Repo,HIJ,HIJ,Reverse,GS,EQUILEND,558,2.44,0.025,FEDOPN,8,21096664.84,21096664.84,21096664.84,20200227,20200227,20200324,20200219,20200308,20200315,Non-Cash,USD,Term,1
871829AQ0,871829AQ0,871829AQ0,SYY 2.6 06/12/22,NA,A3,BBB+,AGG,,,,,US,,SYY 2.6 06/12/22,871829AQ0,871829AQ0,871829AQ0,70721,185.6533,Fixed Income,T-NOTE,,BCD,BCD,,,ION,636,0,0,,0,13129587.03,13129587.03,13129587.03,,,,,,,,USD,,1
871829AX5,871829AX5,871829AX5,SYY 2.6 10/01/20,NA,A3,BBB+,AGG,,,,,US,,SYY 2.6 10/01/20,871829AX5,871829AX5,871829AX5,95049,471.16,Credit,CORP,,EFG,EFG,,,ION,112,0,0,,0,44783286.84,44783286.84,44783286.84,,,,,,,,USD,,
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,SBL,IJK,IJK,Loan,NATIXIS,ION,24,3.93,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,SBL,IJK,IJK,Loan,NATIXIS,ION,24,4.06,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,Repo,IJK,IJK,Reverse,NATIXIS,ION,24,4.06,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,Repo,IJK,IJK,Reverse,NATIXIS,ION,24,4.19,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,SBL,IJK,IJK,Loan,NATIXIS,ION,10011,3.93,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
87233QAA6,87233QAA6,87233QAA6,TCP 4.65 06/15/21,NA,Baa2,BBB,AGG,,,,,US,,TCP 4.65 06/15/21,87233QAA6,87233QAA6,87233QAA6,90184,320.0967,Fixed Income,T-NOTE,SBL,IJK,IJK,Loan,NATIXIS,ION,10169,4.06,0.35,LIBOR1M,0,28867600.79,28867600.79,28867600.79,20200227,20200227,20200317,20200219,20200208,20200215,Non-Cash,USD,Term,1
